"Name","Location","Symbol Type","Data Type","Namespace","Source","Reference Count","Offcut Ref Count"
"FUN_0801698a","0801698a","Function","undefined","Global","Default","3","0"
"FUN_0801698e","0801698e","Function","undefined","Global","Default","1","0"
"FUN_08016998","08016998","Function","undefined","Global","Default","16","0"
"UpdateSpriteOrderAndFlipping","08016a04","Function","undefined","Global","User Defined","126","0"
"FUN_08016a30","08016a30","Function","undefined","Global","Default","17","0"
"CheckCollisionNearEntity","08016a6c","Function","void","Global","User Defined","2","0"
"FUN_08016ad2","08016ad2","Function","Entity *","Global","Default","11","0"
"EnableVBlankInterrupt","08016b34","Function","undefined","Global","User Defined","1","0"
"FUN_08016b6c","08016b6c","Function","undefined","Global","Default","0","1"
"FUN_08016bdc","08016bdc","Function","undefined","Global","Default","0","1"
"FUN_08016bf8","08016bf8","Function","undefined","Global","Default","1","0"
"WriteToOAM","08016c3c","Function","undefined","Global","User Defined","1","0"
"FUN_08016ca8","08016ca8","Function","undefined","Global","Default","4","0"
"UpdateBackgroundControls","08016cf4","Function","undefined","Global","User Defined","1","0"
"FUN_08016df8","08016df8","Function","undefined","Global","Default","1","0"
"GameLoop","08016e78","Function","undefined","Global","User Defined","1","0"
"FUN_08016f28","08016f28","Function","undefined","Global","Default","0","1"
"drawHealth","08016ff4","Function","undefined","Global","User Defined","1","0"
"FUN_080171f0","080171f0","Function","undefined","Global","Default","1","0"
"FUN_08017338","08017338","Function","undefined","Global","Default","0","1"
"FUN_080173a4","080173a4","Function","undefined","Global","Default","1","0"
"FUN_080174a4","080174a4","Function","undefined","Global","Default","0","1"
"FUN_08017508","08017508","Function","undefined","Global","Default","0","1"
"FUN_08017530","08017530","Function","undefined","Global","Default","0","1"
"setSomethingToZero","080175e8","Function","undefined","Global","User Defined","1","0"
"FUN_080175f4","080175f4","Function","undefined","Global","Default","2","0"
"FUN_08017640","08017640","Function","undefined","Global","Default","1","0"
"FUN_0801766c","0801766c","Function","undefined","Global","Default","15","0"
"FUN_080176e4","080176e4","Function","undefined","Global","Default","1","0"
"FUN_08017744","08017744","Function","undefined","Global","Default","6","0"
"FUN_080177a0","080177a0","Function","undefined","Global","Default","10","0"
"FUN_08017850","08017850","Function","undefined","Global","Default","8","0"
"DamageLink","08017874","Function","undefined","Global","User Defined","6","0"
"FUN_08017940","08017940","Function","undefined","Global","Default","3","0"
"FUN_080179ec","080179ec","Function","undefined","Global","Default","1","0"
"FUN_08017a90","08017a90","Function","undefined","Global","Default","3","0"
"FUN_08017adc","08017adc","Function","undefined","Global","Default","0","1"
"FUN_08017b1c","08017b1c","Function","undefined","Global","Default","0","1"
"FUN_08017b58","08017b58","Function","undefined","Global","Default","0","1"
"FUN_08017c40","08017c40","Function","undefined","Global","Default","0","1"
"FUN_08017cbc","08017cbc","Function","undefined","Global","Default","0","1"
"FUN_08017d6c","08017d6c","Function","undefined","Global","Default","0","1"
"FUN_08017dd4","08017dd4","Function","undefined","Global","Default","0","1"
"FUN_08017e88","08017e88","Function","undefined","Global","Default","0","1"
"FUN_08017eb0","08017eb0","Function","undefined","Global","Default","0","1"
"FUN_08017f40","08017f40","Function","undefined","Global","Default","0","1"
"FUN_0801802c","0801802c","Function","undefined","Global","Default","0","1"
"FUN_080180bc","080180bc","Function","undefined","Global","Default","1","0"
"FUN_080180e8","080180e8","Function","undefined","Global","Default","0","1"
"FUN_08018168","08018168","Function","undefined","Global","Default","0","1"
"FUN_08018228","08018228","Function","undefined","Global","Default","0","1"
"FUN_08018250","08018250","Function","undefined","Global","Default","0","1"
"KillIfNotLink","08018288","Function","undefined","Global","User Defined","0","1"
"FUN_080182a8","080182a8","Function","undefined","Global","Default","0","1"
"FUN_08018308","08018308","Function","undefined","Global","Default","4","1"
"FUN_08018500","08018500","Function","undefined","Global","Default","2","0"
"FUN_0801855c","0801855c","Function","undefined","Global","Default","6","0"
"GetItemBehavior","080185b4","Function","byte *","Global","User Defined","2","0"
"FUN_080185f8","080185f8","Function","undefined","Global","Default","1","0"
"FUN_0801862c","0801862c","Function","undefined","Global","Default","1","0"
"FUN_08018690","08018690","Function","undefined","Global","Default","2","0"
"FUN_080186c0","080186c0","Function","undefined","Global","Default","3","0"
"FUN_080186d4","080186d4","Function","undefined","Global","Default","1","0"
"FUN_080186ec","080186ec","Function","undefined","Global","Default","1","0"
"FUN_08018710","08018710","Function","undefined","Global","Default","1","0"
"FUN_08018738","08018738","Function","undefined","Global","Default","2","0"
"FUN_0801876c","0801876c","Function","undefined","Global","Default","11","0"
"switchD","0801878c","Instruction Label","","switchD_0801878c","Analysis","0","0"
"switchdataD_08018798","08018798","Data Label","undefined *","switchD_0801878c","Analysis","4","0"
"caseD_6","0801880c","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_2","0801882a","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_1","08018838","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_3","08018858","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_4","08018878","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_5","08018886","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_7","08018894","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_19","080188b8","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_8","080188e0","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_b","080188fe","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_9","08018930","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_18","080189a4","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_f","080189b4","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_11","080189d0","Instruction Label","","switchD_0801878c","Analysis","2","0"
"caseD_0","080189e4","Instruction Label","","switchD_0801878c","Analysis","39","0"
"caseD_a","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_c","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_d","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_e","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_10","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_12","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_13","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_14","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_15","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_16","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_17","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_1a","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_1b","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"caseD_1c","080189e4","Instruction Label","","switchD_0801878c","Analysis","0","0"
"FUN_080189ec","080189ec","Function","undefined","Global","Default","1","0"
"FUN_08018a58","08018a58","Function","undefined","Global","Default","1","0"
"FUN_08018ab4","08018ab4","Function","undefined","Global","Default","1","0"
"FUN_08018b10","08018b10","Function","undefined","Global","Default","0","0"
"FUN_08018b50","08018b50","Function","undefined","Global","Default","1","0"
"FUN_08018bb4","08018bb4","Function","undefined","Global","Default","1","0"
"FUN_08018c1c","08018c1c","Function","undefined","Global","Default","1","0"
"FUN_08018c58","08018c58","Function","undefined","Global","Default","3","0"
"FUN_08018c88","08018c88","Function","undefined","Global","Default","0","1"
"FUN_08018cbc","08018cbc","Function","undefined","Global","Default","0","1"
"FUN_08018de8","08018de8","Function","undefined","Global","Default","0","1"
"FUN_08018e68","08018e68","Function","undefined","Global","Default","0","1"
"FUN_08018f6c","08018f6c","Function","undefined","Global","Default","3","1"
"FUN_08018fa0","08018fa0","Function","undefined","Global","Default","2","0"
"FUN_08018fcc","08018fcc","Function","undefined","Global","Default","0","1"
"FUN_08018fe4","08018fe4","Function","undefined","Global","Default","0","1"
"FUN_0801917c","0801917c","Function","undefined","Global","Default","1","1"
"FUN_08019410","08019410","Function","undefined","Global","Default","0","1"
"FUN_08019444","08019444","Function","undefined","Global","Default","0","1"
"FUN_08019468","08019468","Function","undefined","Global","Default","3","0"
"FUN_08019480","08019480","Function","undefined","Global","Default","0","1"
"FUN_08019498","08019498","Function","undefined","Global","Default","0","1"
"FUN_08019580","08019580","Function","undefined","Global","Default","1","0"
"FUN_08019644","08019644","Function","undefined","Global","Default","1","0"
"FUN_0801967c","0801967c","Function","undefined","Global","Default","0","0"
"FUN_08019698","08019698","Function","undefined","Global","Default","0","1"
"FUN_08019740","08019740","Function","undefined","Global","Default","0","1"
"FUN_080197ac","080197ac","Function","undefined","Global","Default","5","0"
"LoadOrUncompress","080197d4","Function","undefined","Global","User Defined","7","0"
"LinkMainFunction","08019840","Function","undefined","Global","User Defined","4","0"
"returnZero","0801a2a4","Function","undefined4","Global","User Defined","69","0"
"FUN_0801a2b0","0801a2b0","Function","undefined","Global","Default","4","0"
"FUN_0801a370","0801a370","Function","undefined","Global","Default","1","0"
"FUN_0801a458","0801a458","Function","undefined","Global","Default","2","0"
"FUN_0801a4f8","0801a4f8","Function","undefined","Global","Default","2","0"
"FUN_0801a570","0801a570","Function","undefined","Global","Default","2","0"
"FUN_0801a8d0","0801a8d0","Function","undefined","Global","Default","2","0"
"FUN_0801a980","0801a980","Function","undefined","Global","Default","0","0"
"FUN_0801a9f0","0801a9f0","Function","undefined","Global","Default","1","0"
"switchD","0801aa08","Instruction Label","","switchD_0801aa08","Analysis","0","0"
"switchdataD_0801aa14","0801aa14","Data Label","pointer","switchD_0801aa08","Analysis","2","0"
"caseD_361","0801aa28","Instruction Label","","switchD_0801aa08","Analysis","2","0"
"caseD_364","0801aa2e","Instruction Label","","switchD_0801aa08","Analysis","2","0"
"caseD_362","0801aa34","Instruction Label","","switchD_0801aa08","Analysis","2","0"
"caseD_363","0801aa3a","Instruction Label","","switchD_0801aa08","Analysis","2","0"
"caseD_5","0801aa40","Instruction Label","","switchD_0801aa08","Analysis","6","0"
"caseD_360","0801aa44","Instruction Label","","switchD_0801aa08","Analysis","5","0"
"CreatePushedBlockEntity","0801aa58","Function","undefined","Global","User Defined","1","0"
"FUN_0801ab08","0801ab08","Function","undefined","Global","Default","7","0"
"FUN_0801ac68","0801ac68","Function","undefined","Global","Default","4","0"
"LoadRoomEntities","0801ac98","Function","undefined","Global","User Defined","1","0"
"FUN_0801ad6c","0801ad6c","Function","void","Global","Default","2","0"
"FUN_0801ae44","0801ae44","Function","undefined","Global","Default","1","0"
"FUN_0801af18","0801af18","Function","undefined","Global","Default","7","0"
"FUN_0801af48","0801af48","Function","undefined","Global","Default","1","0"
"FUN_0801af8c","0801af8c","Function","undefined","Global","Default","5","0"
"FUN_0801afe4","0801afe4","Function","undefined","Global","Default","30","0"
"FUN_0801b060","0801b060","Function","undefined","Global","Default","4","0"
"FUN_0801b0c4","0801b0c4","Function","undefined","Global","Default","2","0"
"FUN_0801b0ec","0801b0ec","Function","undefined","Global","Default","1","0"
"FUN_0801b130","0801b130","Function","undefined","Global","Default","1","0"
"FUN_0801b170","0801b170","Function","undefined","Global","Default","3","0"
"FUN_0801b188","0801b188","Function","undefined","Global","Default","0","1"
"FUN_0801b250","0801b250","Function","undefined","Global","Default","0","1"
"FUN_0801b2cc","0801b2cc","Function","undefined","Global","Default","0","1"
"FUN_0801b318","0801b318","Function","undefined","Global","Default","0","1"
"FUN_0801b368","0801b368","Function","undefined","Global","Default","0","1"
"FUN_0801b38c","0801b38c","Function","undefined","Global","Default","0","1"
"FUN_0801b3a4","0801b3a4","Function","undefined","Global","Default","1","0"
"FUN_0801b418","0801b418","Function","undefined","Global","Default","1","0"
"FUN_0801b45c","0801b45c","Function","undefined","Global","Default","0","1"
"FUN_0801b4c8","0801b4c8","Function","undefined","Global","Default","0","1"
"FUN_0801b584","0801b584","Function","undefined","Global","Default","1","1"
"FUN_0801b680","0801b680","Function","undefined","Global","Default","0","1"
